url,prompt,output
www.hollandptc.nl,LinkedIn,http://www.linkedin.com/company/medical-delta
paramander.com,Organization Name,Paramander
paramander.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
paramander.com,Industries,"Software, Web Development, Web Hosting"
paramander.com,Description,"Paramander offers payment services, API integrations, Shopify webshops, hosting, and automation services."
paramander.com,DB Rank,"1,613,378"
paramander.com,Website,paramander.com
paramander.com,Estimated Revenue,$1M to $10M
paramander.com,Operating Status,Active
paramander.com,Phone Number,31 6 18925425
paramander.com,Contact Email,team@paramander.com
paramander.com,Actively Hiring,team@paramander.com
paramander.com,Industry Groups,"Internet Services, Software"
paramander.com,Founders,Mats Rietdijk
paramander.com,Twitter,https://twitter.com/caricecars
paramander.com,Facebook,https://www.facebook.com/crosslinemedia/
paramander.com,LinkedIn,https://www.linkedin.com/company/superlease-holland/?originalSubdomain=nl
www.jipio.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.jipio.com,Industries,"E-Commerce, Social Media"
www.jipio.com,Description,"Jipio is a social networking platform that enables users to share, gift, and trade resources in an affordable way."
www.jipio.com,DB Rank,"1,614,020"
www.jipio.com,Founded Date,"Jul 1, 2011"
www.jipio.com,Website,www.jipio.com
www.jipio.com,Estimated Revenue,$1M to $10M
www.jipio.com,Operating Status,Closed
www.jipio.com,Phone Number,+31 10 892 8589
www.jipio.com,Contact Email,go@jip.io
www.jipio.com,Actively Hiring,go@jip.io
www.jipio.com,Full Description,"Jipio was founded in 2011 to revolutionize the way they use stuff together. They envision a world in which products and services are shared, gifted and traded from person-to-person via mobile devices in real-time, and they are building the platform to make that happen. At Jipio they're proud to be building a database of stuff that utilizes social graphs, interest and location."
www.jipio.com,Industry Groups,"Commerce and Shopping, Internet Services, Media and Entertainment"
www.jipio.com,Founders,"Johan Trip, Ruben Stolk"
www.jipio.com,Twitter,https://twitter.com/ephicas?lang=en
www.jipio.com,Facebook,https://www.facebook.com/Datreco/
www.jipio.com,LinkedIn,https://www.linkedin.com/company/delftsebanen/
www.sujola.com/,Organization Name,SÚJOLA
www.sujola.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.sujola.com/,Industries,"E-Commerce, Fashion, Retail"
www.sujola.com/,Description,SÚJOLA is a webshop that provides clothing for men and women.
www.sujola.com/,DB Rank,"1,618,600"
www.sujola.com/,Founded Date,"Jan 1, 2016"
www.sujola.com/,Website,www.sujola.com/
www.sujola.com/,Estimated Revenue,Less than $1M
www.sujola.com/,Operating Status,Active
www.sujola.com/,Phone Number,31 6 4767 9705
www.sujola.com/,Contact Email,support@sujola.com
www.sujola.com/,Actively Hiring,support@sujola.com
www.sujola.com/,Industry Groups,"Clothing and Apparel, Commerce and Shopping, Design"
www.sujola.com/,Twitter,https://twitter.com/CrosslineMedia1
www.sujola.com/,Facebook,https://www.facebook.com/ambachtdelft
www.sujola.com/,LinkedIn,https://www.linkedin.com/company/ambacht/about/
www.i-site.nl,Organization Name,I-Site
www.i-site.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.i-site.nl,Industries,"Advertising, Web Design, Web Development, Web Hosting"
www.i-site.nl,Description,"I-Site is a web agency that delivers hosting, design and development as well as maintenance of sites."
www.i-site.nl,DB Rank,"1,619,380"
www.i-site.nl,Website,www.i-site.nl
www.i-site.nl,Estimated Revenue,Less than $1M
www.i-site.nl,Operating Status,Active
www.i-site.nl,Phone Number,+31-152-682-517
www.i-site.nl,Contact Email,info@i-site.nl
www.i-site.nl,Actively Hiring,info@i-site.nl
www.i-site.nl,Industry Groups,"Advertising, Design, Internet Services, Sales and Marketing, Software"
www.i-site.nl,Twitter,https://twitter.com/datreco
www.i-site.nl,Facebook,https://www.facebook.com/CouplesPickss/
www.i-site.nl,LinkedIn,https://www.linkedin.com/company/operationair/
indruk-lasersnijden.nl/,Organization Name,Indruk Lasersnijden
indruk-lasersnijden.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
indruk-lasersnijden.nl/,Industries,"E-Commerce, Jewelry, Laser, Retail"
indruk-lasersnijden.nl/,Description,Indruk Lasersnijden is an online shop that provides laser cutting and engraving jewelry.
indruk-lasersnijden.nl/,DB Rank,"1,624,585"
indruk-lasersnijden.nl/,Founded Date,"May 10, 2019"
indruk-lasersnijden.nl/,Website,indruk-lasersnijden.nl/
indruk-lasersnijden.nl/,Estimated Revenue,Less than $1M
indruk-lasersnijden.nl/,Operating Status,Active
indruk-lasersnijden.nl/,Phone Number,06-10546572
indruk-lasersnijden.nl/,Contact Email,info@indruk-lasersnijden.nl
indruk-lasersnijden.nl/,Actively Hiring,info@indruk-lasersnijden.nl
indruk-lasersnijden.nl/,Industry Groups,"Commerce and Shopping, Consumer Goods, Hardware, Science and Engineering"
indruk-lasersnijden.nl/,Founders,Vianne Heusdens
indruk-lasersnijden.nl/,Twitter,https://twitter.com/HortiICT
indruk-lasersnijden.nl/,Facebook,https://www.facebook.com/OperationAIR.TUDelft
indruk-lasersnijden.nl/,LinkedIn,https://www.linkedin.com/company/s-w-v-plankenkoorts/
imounts.nl/,Organization Name,Imounts
imounts.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
imounts.nl/,Industries,"Consumer Electronics, Consumer Goods, Consumer Software"
imounts.nl/,Description,Imounts focuses on assembling accessories for GoPro cameras and USB designed for various external devices to a Macbook quickly and easily.
imounts.nl/,DB Rank,"1,626,576"
imounts.nl/,Website,imounts.nl/
imounts.nl/,Estimated Revenue,Less than $1M
imounts.nl/,Operating Status,Active
imounts.nl/,Industry Groups,"Consumer Electronics, Consumer Goods, Hardware, Software"
imounts.nl/,Twitter,https://twitter.com/Ambacht
imounts.nl/,Facebook,https://www.facebook.com/SWVPlankenkoorts
imounts.nl/,LinkedIn,https://www.linkedin.com/company/city-analytics/
flapper-drones.com/wp/,Organization Name,Flapper Drones
flapper-drones.com/wp/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
flapper-drones.com/wp/,Industries,"Drone Management, Drones, Information Technology"
flapper-drones.com/wp/,Description,Flapper Drones fly like birds or insects by flapping their wings.
flapper-drones.com/wp/,DB Rank,"1,629,010"
flapper-drones.com/wp/,Website,flapper-drones.com/wp/
flapper-drones.com/wp/,Operating Status,Active
flapper-drones.com/wp/,Full Description,"Flapper Drones fly like birds or insects by flapping their wings. To lift the drone, the wings need to flap back and forth 12 times per second. Having four wings, just like dragonflies do, improves flight stability and power efficiency. The wings and their motion have been carefully optimized in order to maximize the flight time per battery charge."
flapper-drones.com/wp/,Industry Groups,"Consumer Electronics, Consumer Goods, Hardware, Information Technology, Software"
flapper-drones.com/wp/,Twitter,https://twitter.com/OperationAIR?s=20
flapper-drones.com/wp/,Facebook,https://www.facebook.com/interweavecommunication/
flapper-drones.com/wp/,LinkedIn,https://www.linkedin.com/company/interweave-communication/
www.femto.eu,Organization Name,Femto Engineering
www.femto.eu,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.femto.eu,Industries,"Consulting, Information Technology, Software Engineering"
www.femto.eu,Description,Femto Engineering is an engineering agency that specializes in applied mechanics for product development.
www.femto.eu,DB Rank,"1,631,211"
www.femto.eu,Website,www.femto.eu
www.femto.eu,Operating Status,Active
www.femto.eu,Phone Number,31-0-15-285-0580
www.femto.eu,Contact Email,info@femto.eu
www.femto.eu,Actively Hiring,info@femto.eu
www.femto.eu,Industry Groups,"Information Technology, Professional Services, Science and Engineering, Software"
www.femto.eu,Twitter,https://mobile.twitter.com/_uniresearch_
www.femto.eu,Facebook,https://www.facebook.com/Delftsblaeu-Oude-Kaarten-en-Prenten-142197786469689/
www.femto.eu,LinkedIn,https://www.linkedin.com/company/3su/
www.a-dato.com/,Organization Name,A-Dato
www.a-dato.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.a-dato.com/,Industries,"Information Technology, Project Management, Software"
www.a-dato.com/,Description,A-Dato expertise in developing project management software solutions that help companies globally to optimize and synchronize workflows.
www.a-dato.com/,DB Rank,"1,636,551"
www.a-dato.com/,Website,www.a-dato.com/
www.a-dato.com/,Estimated Revenue,$1M to $10M
www.a-dato.com/,Operating Status,Active
www.a-dato.com/,Phone Number,+31 756409222
www.a-dato.com/,Contact Email,info@a-dato.com
www.a-dato.com/,Actively Hiring,info@a-dato.com
www.a-dato.com/,Industry Groups,"Administrative Services, Information Technology, Other, Software"
www.a-dato.com/,Twitter,https://twitter.com/aenovabv
www.a-dato.com/,Facebook,https://www.facebook.com/Scenery-en-Zo-477534526051141/
www.a-dato.com/,LinkedIn,https://www.linkedin.com/company/groundstate/
soopexclusive.com/,Organization Name,Soopexclusive
soopexclusive.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
soopexclusive.com/,Industries,"E-Commerce, Fashion, Retail"
soopexclusive.com/,Description,Soopexclusive is an e-commerce company for apparel and clothing.
soopexclusive.com/,DB Rank,"1,639,484"
soopexclusive.com/,Founded Date,"Oct 1, 2018"
soopexclusive.com/,Website,soopexclusive.com/
soopexclusive.com/,Estimated Revenue,Less than $1M
soopexclusive.com/,Operating Status,Active
soopexclusive.com/,Phone Number,31634557661
soopexclusive.com/,Contact Email,info@soopexclusive.com
soopexclusive.com/,Actively Hiring,info@soopexclusive.com
soopexclusive.com/,Industry Groups,"Clothing and Apparel, Commerce and Shopping, Design"
soopexclusive.com/,Facebook,https://www.facebook.com/GroundstateNL
soopexclusive.com/,LinkedIn,https://www.linkedin.com/company/uniresearch-b-v-/
www.medicaldelta.nl/,Organization Name,Medical Delta
www.medicaldelta.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.medicaldelta.nl/,Industries,Biotechnology
www.medicaldelta.nl/,Description,Medical Delta is a research driven life sciences and medical technology cluster.
www.medicaldelta.nl/,DB Rank,"1,639,966"
www.medicaldelta.nl/,Website,www.medicaldelta.nl/
www.medicaldelta.nl/,Estimated Revenue,$1M to $10M
www.medicaldelta.nl/,Operating Status,Active
www.medicaldelta.nl/,Phone Number,+31 15 278 9852
www.medicaldelta.nl/,Contact Email,sari.makkonen@medicaldelta.nl
www.medicaldelta.nl/,Actively Hiring,sari.makkonen@medicaldelta.nl
www.medicaldelta.nl/,Full Description,"Medical Delta is a research driven life sciences and medical technology cluster situated in the west of the Netherlands. The Delft-Leiden-Rotterdam region contains a remarkable and unique concentration of healthcare centres, technological and scientific expertise and the largest cluster of life sciences companies of the Netherlands."
www.medicaldelta.nl/,Industry Groups,"Biotechnology, Science and Engineering"
www.medicaldelta.nl/,LinkedIn,https://www.linkedin.com/company/aenova-bv/
www.superlease.nl,Organization Name,Superlease
www.superlease.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.superlease.nl,Industries,"Automotive, Finance, Internet, Leasing, Small and Medium Businesses"
www.superlease.nl,Description,Superlease is guiding small and medium-sized companies in leasing a car and falls under the wings of DIGO Holding.
www.superlease.nl,DB Rank,"1,647,045"
www.superlease.nl,Website,www.superlease.nl
www.superlease.nl,Operating Status,Active
www.superlease.nl,Phone Number,015 262 67 65
www.superlease.nl,Contact Email,info@superlease.nl
www.superlease.nl,Actively Hiring,info@superlease.nl
www.superlease.nl,Industry Groups,"Financial Services, Internet Services, Other, Transportation"
www.delftsebanen.nl/,Organization Name,DelftseBanen
www.delftsebanen.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.delftsebanen.nl/,Industries,"Employment, Human Resources, Marketing"
www.delftsebanen.nl/,Description,"DelftseBanen is a human resource firm that offers employment, labor communication, job marketing, vacancy promotion & company presentation."
www.delftsebanen.nl/,DB Rank,"1,653,222"
www.delftsebanen.nl/,Founded Date,"Mar 12, 2019"
www.delftsebanen.nl/,Website,www.delftsebanen.nl/
www.delftsebanen.nl/,Estimated Revenue,Less than $1M
www.delftsebanen.nl/,Operating Status,Active
www.delftsebanen.nl/,Phone Number,+31-15-7400074
www.delftsebanen.nl/,Contact Email,info@delftsebanen.nl
www.delftsebanen.nl/,Actively Hiring,info@delftsebanen.nl
www.delftsebanen.nl/,Industry Groups,"Administrative Services, Professional Services, Sales and Marketing"
caricecars.com/en/,Organization Name,Carice Cars
caricecars.com/en/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
caricecars.com/en/,Industries,Electric Vehicle
caricecars.com/en/,Description,"Carice Cars is a privately held company that develops electric, stylish cars."
caricecars.com/en/,DB Rank,"1,659,670"
caricecars.com/en/,Website,caricecars.com/en/
caricecars.com/en/,Operating Status,Active
caricecars.com/en/,Full Description,"Carice Cars is a privately held company that develops electric, stylish cars."
caricecars.com/en/,Industry Groups,Transportation
www.it4hire.nl,Organization Name,IT4Hire
www.it4hire.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.it4hire.nl,Industries,"Consulting, Information Technology"
www.it4hire.nl,Description,IT4Hire is an IT project agency that helps companies and IT professionals to find a suitable project.
www.it4hire.nl,DB Rank,"1,680,517"
www.it4hire.nl,Founded Date,"Jan 1, 2007"
